ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,geometry
920998,2006,00:00.0,916,9,2159 KIPLING AVE,NULL,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,4,Rexdale-Kipling (4),"{'type': 'Point', 'coordinates': (-79.57119, 43.721145)}"
893184,2006,00:00.0,236,2,WOODBINE AVE,O CONNOR DR,NULL,1,Toronto and East York,19,54,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,D54,60,Woodbine-Lumsden (60),"{'type': 'Point', 'coordinates': (-79.318797, 43.69959500000001)}"
915319,2006,00:00.0,1357,13,KING ST W,YORK ST,NULL,1,Toronto and East York,10,52,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38089, 43.648545)}"
915300,2006,00:00.0,1730,17,EGLINTON AVE W,GLENHAVEN ST,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Angle,D12,110,Keelesdale-Eglinton West (110),"{'type': 'Point', 'coordinates': (-79.46969, 43.691345)}"
917601,2006,00:00.0,1006,10,YONGE ST,ATHABASKA AVE,NULL,1,North York,18,32,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,50,Newtonbrook East (50),"{'type': 'Point', 'coordinates': (-79.41939000000002, 43.795445)}"
911521,2006,00:00.0,954,9,WESTON RD,JASPER AVE,NULL,3,Etobicoke York,5,12,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D12,111,Rockcliffe-Smythe (111),"{'type': 'Point', 'coordinates': (-79.48249, 43.683745)}"
915777,2006,00:00.0,926,9,57 ELLESMERE RD,VICTORIA PARK Aven,NULL,1,Scarborough,21,41,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,119,Wexford/Maryvale (119),"{'type': 'Point', 'coordinates': (-79.31389, 43.758145)}"
919331,2006,00:00.0,1208,12,SENLAC RD,BURNETT AVE,NULL,3,North York,18,32,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,38,Lansing-Westgate (38),"{'type': 'Point', 'coordinates': (-79.42519, 43.765245)}"
911913,2006,00:00.0,1624,16,DON MILLS RD,VAN HORNE AVE,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D33,47,Don Valley Village (47),"{'type': 'Point', 'coordinates': (-79.35299, 43.787345)}"
911915,2006,00:00.0,1827,18,LAKE SHORE BLVD W,SECOND ST,NULL,1,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,18,New Toronto (18),"{'type': 'Point', 'coordinates': (-79.49909, 43.602045)}"
916243,2006,00:00.0,2015,20,LAWRENCE AVE E,OVERTURE RD,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.19949, 43.765445)}"
916168,2006,00:00.0,2130,21,VICTORIA PARK AVE,TERRAVIEW BLVD,NULL,1,North York,NULL,NULL,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D33,119,Wexford/Maryvale (119),"{'type': 'Point', 'coordinates': (-79.31819, 43.764545)}"
912714,2006,00:00.0,127,1,HARBOUR ST,YORK ST,NULL,1,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.38069, 43.640945)}"
916566,2006,00:00.0,1414,14,YONGE ST,PLEASANT AVE,NULL,1,Toronto and East York,12,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,98,Rosedale-Moore Park (98),"{'type': 'Point', 'coordinates': (-79.39389, 43.687645)}"
912782,2006,00:00.0,1650,16,REES ST,LAKE SHORE BLVD W,NULL,1,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.38679, 43.639445)}"
912859,2006,00:00.0,1823,18,LAKE SHORE BLVD W,BATHURST ST,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.39959, 43.636445)}"
917569,2006,00:00.0,1310,13,2609 LAKE SHORE BLVD W,NULL,NULL,1,Etobicoke York,3,22,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Sideswipe,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.49109, 43.605445)}"
917526,2006,00:00.0,1313,13,MARTIN GROVE RD,LEXINGTON AVE,NULL,3,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D23,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'Point', 'coordinates': (-79.59539, 43.744245)}"
913040,2006,00:00.0,1758,17,QUEEN ST E,NEVILLE BLVD,NULL,3,Toronto and East York,19,55,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.28189, 43.673845)}"
917567,2006,00:00.0,825,8,MEADOWVALE RD,ROTARY DR,NULL,3,Scarborough,25,42,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.17039, 43.807445)}"
917568,2006,00:00.0,1815,18,WINNETT AVE,HURSTING AVE,NULL,4,Toronto and East York,12,13,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D13,107,Oakwood Village (107),"{'type': 'Point', 'coordinates': (-79.43189, 43.686245)}"
917719,2006,00:00.0,150,1,BURNHAMTHORPE RD,TRANQUIL DR,NULL,1,Etobicoke York,2,22,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,D22,11,Eringate-Centennial-West Deane (11),"{'type': 'Point', 'coordinates': (-79.57379, 43.643045)}"
917731,2006,00:00.0,1600,16,BRIMLEY RD,DORCOT AVE,NULL,1,Scarborough,21,NULL,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,D43,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.25709, 43.758945)}"
917847,2006,00:00.0,1100,11,QUEENS PR S WELLESLEY RAMP E,WELLESLEY ST W,NULL,3,Toronto and East York,11,52,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.39269, 43.663145)}"
917855,2006,00:00.0,1310,13,SPADINA AVE,RICHMOND ST W,NULL,1,Toronto and East York,10,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.39599, 43.647845)}"
918102,2006,00:00.0,920,9,DUFFERIN ST,DUNDAS ST W,NULL,3,Toronto and East York,9,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,84,Little Portugal (84),"{'type': 'Point', 'coordinates': (-79.43139, 43.64964500000001)}"
918124,2006,00:00.0,1310,13,BURNHAMTHORPE RD,OLD BURNHAMTHORPE RD,NULL,1,Etobicoke York,2,22,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,11,Eringate-Centennial-West Deane (11),"{'type': 'Point', 'coordinates': (-79.57469, 43.642845)}"
919596,2006,00:00.0,1600,16,CHAPLIN CRES,EGLINTON AVE W,NULL,1,North York,NULL,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D53,102,Forest Hill North (102),"{'type': 'Point', 'coordinates': (-79.41739, 43.702745)}"
913927,2006,00:00.0,1255,12,BAYVIEW AVE,SOUDAN AVE,NULL,1,North York,15,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D53,56,Leaside-Bennington (56),"{'type': 'Point', 'coordinates': (-79.37709, 43.710745)}"
918129,2006,00:00.0,1958,19,BATHURST ST,RICHMOND ST W,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.40379, 43.646445)}"
918360,2006,00:00.0,1020,10,YONGE ST,LORD SEATON RD,NULL,1,North York,NULL,32,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D32,40,St.Andrew-Windfields (40),"{'type': 'Point', 'coordinates': (-79.40809, 43.752445)}"
897313,2006,00:00.0,1813,18,HIGHWAY 27 N  N,HARNESS RD,NULL,1,Etobicoke York,1,23,Mid-Block,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.59789, 43.722345000000004)}"
890013,2006,00:00.0,957,9,ELLESMERE RD,BIRCHMOUNT RD,NULL,1,Scarborough,21,41,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D41,126,Dorset Park (126),"{'type': 'Point', 'coordinates': (-79.29139, 43.763445)}"
888108,2006,00:00.0,845,8,840 KENNEDY RD,NULL,NULL,1,Scarborough,21,41,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D41,125,Ionview (125),"{'type': 'Point', 'coordinates': (-79.26949, 43.73594500000001)}"
887427,2006,00:00.0,1330,13,JANE ST,BRADLEY AVE,NULL,1,Toronto and East York,4,11,Mid-Block,NULL,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,89,Runnymede-Bloor West Village (89),"{'type': 'Point', 'coordinates': (-79.49039, 43.663745)}"
890583,2006,00:00.0,745,7,WOODSIDE AVE,RUNNYMEDE RD,NULL,3,Toronto and East York,4,11,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,88,High Park North (88),"{'type': 'Point', 'coordinates': (-79.47909, 43.657845)}"
887637,2006,00:00.0,1500,15,CARLINGVIEW DR,DIXON RD,NULL,1,Etobicoke York,1,23,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.59559, 43.686745)}"
891027,2006,00:00.0,1804,18,UNDERHILL DR,CASSANDRA BLVD,NULL,2,North York,16,33,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D33,45,Parkwoods-Donalda (45),"{'type': 'Point', 'coordinates': (-79.32639, 43.752745)}"
891189,2006,00:00.0,856,8,PAPE AVE,CANNING AVE,NULL,1,Toronto and East York,14,54,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D54,66,Danforth (66),"{'type': 'Point', 'coordinates': (-79.34609, 43.682345)}"
888231,2006,00:00.0,925,9,GLENBURN AVE,TIAGO AVE,NULL,4,Toronto and East York,19,54,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,54,O'Connor-Parkview (54),"{'type': 'Point', 'coordinates': (-79.30039, 43.712545)}"
891178,2006,00:00.0,520,5,EGLINTON AVE W,BLACK CREEK DR,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,D12,110,Keelesdale-Eglinton West (110),"{'type': 'Point', 'coordinates': (-79.48289, 43.688345)}"
888497,2006,00:00.0,935,9,WESTWOOD AVE,WOODYCREST AVE,NULL,4,Toronto and East York,14,54,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D54,59,Danforth East York (59),"{'type': 'Point', 'coordinates': (-79.34469, 43.687345)}"
888639,2006,00:00.0,620,6,2443 ISLINGTON AVE,NULL,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Snow,Daylight,Slush,Non-Fatal Injury,SMV Other,D23,5,Elms-Old Rexdale (5),"{'type': 'Point', 'coordinates': (-79.56009, 43.725545)}"
891641,2006,00:00.0,2159,21,DOVERCOURT RD,NORTHUMBERLAND ST,NULL,3,Toronto and East York,9,14,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D14,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'Point', 'coordinates': (-79.42979, 43.662545)}"
893071,2006,00:00.0,1508,15,EGLINTON AVE E,SUTHERLAND DR,NULL,1,North York,15,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,56,Leaside-Bennington (56),"{'type': 'Point', 'coordinates': (-79.36719, 43.713045)}"
893365,2006,00:00.0,607,6,1302 KING ST W,NULL,NULL,1,Toronto and East York,4,14,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D14,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.43109000000001, 43.638245)}"
889218,2006,00:00.0,1840,18,NEILSON RD,MCLEVIN AVE,NULL,3,Scarborough,NULL,42,Mid-Block,NULL,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,D42,132,Malvern (132),"{'type': 'Point', 'coordinates': (-79.21999, 43.808145)}"
890516,2006,00:00.0,1846,18,BATHURST ST,ALLINGHAM GDNS,NULL,1,North York,6,32,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,38,Lansing-Westgate (38),"{'type': 'Point', 'coordinates': (-79.43479, 43.740545)}"
893520,2006,00:00.0,700,7,DUNDAS ST W,427 C S DUNDAS RAMP S,NULL,1,Etobicoke York,NULL,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D22,12,Markland Wood (12),"{'type': 'Point', 'coordinates': (-79.55889, 43.628045)}"
920502,2006,00:00.0,2330,23,LESLIE ST,COLDWATER RD,NULL,1,North York,NULL,33,Mid-Block,NULL,No Control,Rain,Dark,Wet,Fatal,Turning Movement,D33,40,St.Andrew-Windfields (40),"{'type': 'Point', 'coordinates': (-79.36049, 43.755245)}"
893539,2006,00:00.0,1350,13,ARDMORE RD,BATHURST ST,NULL,1,Toronto and East York,12,13,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,101,Forest Hill South (101),"{'type': 'Point', 'coordinates': (-79.42259, 43.693745)}"
890040,2006,00:00.0,837,8,EGLINTON AVE W,RENFORTH DR,NULL,1,Etobicoke York,2,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,11,Eringate-Centennial-West Deane (11),"{'type': 'Point', 'coordinates': (-79.58769, 43.666045)}"
890213,2006,00:00.0,1529,15,AVENUE RD,ELGIN AVE,NULL,1,Toronto and East York,11,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,95,Annex (95),"{'type': 'Point', 'coordinates': (-79.39539, 43.671845)}"
910787,2006,00:00.0,117,1,LANSDOWNE AVE,DUNDAS ST W,NULL,3,Toronto and East York,9,11,Mid-Block,NULL,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,D11,83,Dufferin Grove (83),"{'type': 'Point', 'coordinates': (-79.43979, 43.650445)}"
890220,2006,00:00.0,430,4,ADELAIDE ST E,EASTERN DIVERSION AVE,NULL,1,Toronto and East York,13,51,Mid-Block,NULL,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.35519000000001, 43.655345)}"
890506,2006,00:00.0,501,5,MARTIN GROVE RD,RACINE RD,NULL,1,Etobicoke York,1,23,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.58259, 43.717145)}"
894467,2006,00:00.0,1723,17,QUEEN ST E,BOULTON AVE,NULL,3,Toronto and East York,14,55,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,70,South Riverdale (70),"{'type': 'Point', 'coordinates': (-79.34669, 43.659545)}"
893580,2006,00:00.0,1955,19,MORNINGSIDE AVE,KINGSTON RD,NULL,1,Scarborough,NULL,43,Intersection,NULL,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.18689, 43.770645)}"
894195,2006,00:00.0,1110,11,COSBURN AVE,LOGAN AVE,NULL,3,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D54,57,Broadview North (57),"{'type': 'Point', 'coordinates': (-79.35279, 43.688645)}"
890767,2006,00:00.0,1754,17,RENFORTH DR,EGLINTON AVE W,NULL,1,Etobicoke York,2,NULL,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D22,11,Eringate-Centennial-West Deane (11),"{'type': 'Point', 'coordinates': (-79.58739, 43.666645)}"
892432,2006,00:00.0,2334,23,DANFORTH RD,EGLINTON AVE E,NULL,1,Scarborough,NULL,43,NULL,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,138,Eglinton East (138),"{'type': 'Point', 'coordinates': (-79.24619, 43.737045)}"
895068,2006,00:00.0,1828,18,SOUTH KINGSWAY,RIPLEY AVE,NULL,3,Toronto and East York,4,11,Mid-Block,NULL,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D11,87,High Park-Swansea (87),"{'type': 'Point', 'coordinates': (-79.47509, 43.636545)}"
892453,2006,00:00.0,2018,20,F G GARDINER XY E  E,KIPLING AVE,NULL,NULL,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,Rear End,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.52039, 43.618845)}"
926819,2006,00:00.0,1709,17,GATEWAY BLVD,DON MILLS RD,NULL,2,North York,16,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D54,44,Flemingdon Park (44),"{'type': 'Point', 'coordinates': (-79.33529, 43.714645)}"
924979,2006,00:00.0,1045,10,QUEEN ST W,JAMESON AVE,NULL,1,Toronto and East York,4,NULL,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,86,Roncesvalles (86),"{'type': 'Point', 'coordinates': (-79.43729, 43.640445)}"
906767,2006,00:00.0,1906,19,BLOOR ST W,HAVELOCK ST,NULL,1,Toronto and East York,9,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D14,83,Dufferin Grove (83),"{'type': 'Point', 'coordinates': (-79.43239000000001, 43.660445)}"
907009,2006,00:00.0,1515,15,SPADINA AVE,CECIL ST,NULL,1,Toronto and East York,11,NULL,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,78,Kensington-Chinatown (78),"{'type': 'Point', 'coordinates': (-79.39939, 43.656345)}"
911791,2006,00:00.0,1530,15,YONGE ST,DAVENPORT RD,NULL,1,Toronto and East York,11,53,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D53,98,Rosedale-Moore Park (98),"{'type': 'Point', 'coordinates': (-79.38809, 43.673345000000005)}"
909380,2006,00:00.0,831,8,2275 MARKHAM RD,FINCH Aven E,NULL,1,Scarborough,23,42,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D42,132,Malvern (132),"{'type': 'Point', 'coordinates': (-79.24289000000002, 43.811245)}"
907251,2006,00:00.0,2141,21,ISLINGTON AVE,STEELES AVE W,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,D31,21,Humber Summit (21),"{'type': 'Point', 'coordinates': (-79.57489, 43.764345)}"
907409,2006,00:00.0,1543,15,LAKE SHORE BLVD W,PARK LAWN RD,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.48119, 43.622945)}"
910258,2006,00:00.0,2340,23,KING ST E,ST LAWRENCE ST,NULL,1,Toronto and East York,13,51,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.35749, 43.656145)}"
910277,2006,00:00.0,1704,17,CREEKWOOD DR,SILVERSAND PL,NULL,4,Scarborough,24,43,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,135,Morningside (135),"{'type': 'Point', 'coordinates': (-79.21999, 43.786545)}"
907646,2006,00:00.0,934,9,MIDLAND AVE,ROMULUS DR,NULL,1,Scarborough,21,41,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,SMV Other,D41,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.26339, 43.747045)}"
926382,2006,00:00.0,1646,16,OSSINGTON AVE,DUPONT ST,NULL,1,Toronto and East York,NULL,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'Point', 'coordinates': (-79.428989, 43.670043)}"
910569,2006,00:00.0,1916,19,THURODALE AVE,RENFIELD ST,NULL,4,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D12,30,Brookhaven-Amesbury (30),"{'type': 'Point', 'coordinates': (-79.49909, 43.702245)}"
914977,2006,00:00.0,858,8,LAKE SHORE BLVD W,JAMESON AVE,NULL,1,Toronto and East York,4,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D14,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.43459, 43.633345)}"
910951,2006,00:00.0,2124,21,SILVERSTONE DR,ALBION RD,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.60009, 43.742945)}"
908396,2006,00:00.0,556,5,LAKE SHORE BLVD W,YONGE ST,NULL,1,Toronto and East York,10,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.37579, 43.644045)}"
911012,2006,00:00.0,1440,14,KIPLING AVE,BETHRIDGE RD,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.56549, 43.709145)}"
908674,2006,00:00.0,941,9,EGLINTON AVE E,REDPATH AVE,NULL,1,Toronto and East York,12,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,104,Mount Pleasant West (104),"{'type': 'Point', 'coordinates': (-79.39279000000002, 43.707845)}"
915000,2006,00:00.0,133,1,BATHURST ST,RICHMOND ST W,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.40379, 43.646445)}"
911355,2006,00:00.0,1325,13,SHUTER ST,BERKELEY ST,NULL,3,Toronto and East York,13,51,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.36629, 43.656645)}"
