ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,collision_lat,collision_long,red_light_lat,red_light_long,right_light_camera,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ACTIVATION_DATE
6001786629,2016,00:00.0,1750,17,MONTGOMERY AV,MIDLAND AV,70 m East of,4,Scarborough,23,42,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,128,Agincourt South-Malvern West (128),-79.2798,43.791,NULL,NULL,N,NULL,NULL,NULL
7001021387,2017,00:00.0,135,1,SYMINGTON AVE,DUPONT ST,50 m South of,2,Toronto and East York,9,11,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.451,43.6651,NULL,NULL,N,NULL,NULL,NULL
6001582808,2016,00:00.0,1643,16,HULLRICK DR,CINRICKBAR DR,NULL,4,Etobicoke York,1,23,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D23,1,West Humber-Clairville (1),-79.62,43.7229,NULL,NULL,N,NULL,NULL,NULL
6001603750,2016,00:00.0,1733,17,LAUDER AVE,AMHERST AVE,100 m North of,4,Toronto and East York,12,13,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D13,107,Oakwood Village (107),-79.4448,43.6913,NULL,NULL,N,NULL,NULL,NULL
7001375273,2017,00:00.0,1345,13,MARTIN GROVE RD,WESTHUMBER  BLVD,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D23,1,West Humber-Clairville (1),-79.5866,43.7259,NULL,NULL,N,NULL,NULL,NULL
7000804511,2017,00:00.0,1630,16,1446 DON MILLS RD,NULL,15 m East of,1,North York,16,33,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D33,42,Banbury-Don Mills (42),-79.3472,43.7516,NULL,NULL,N,NULL,NULL,NULL
6001957443,2016,00:00.0,1815,18,LAWRENCE AVE E,GREENHOLM CRCT,NULL,1,Scarborough,24,43,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),-79.2229,43.7602,NULL,NULL,N,NULL,NULL,NULL
7000313988,2017,00:00.0,1727,17,1000 GERRARD ST E,NULL,98 m West of,3,Toronto and East York,14,55,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,70,South Riverdale (70),-79.3387,43.6684,NULL,NULL,N,NULL,NULL,NULL
7001031526,2017,00:00.0,1404,14,FINCH  AVE E,PHARMACY AVE,233 m East of,1,Scarborough,22,42,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,117,L'Amoreaux (117),-79.3231,43.7948,NULL,NULL,N,NULL,NULL,NULL
7000267446,2017,00:00.0,936,9,RICHMOND ST E,JARVIS ST,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Packed Snow,Non-Fatal Injury,Pedestrian Collisions,D51,73,Moss Park (73),-79.3727,43.6526,NULL,NULL,N,NULL,NULL,NULL
7000337302,2017,00:00.0,1022,10,ADELAIDE ST W,BAY ST,NULL,1,Toronto and East York,NULL,52,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Fatal,Pedestrian Collisions,D52,76,Bay Street Corridor (76),-79.3807,43.6498,NULL,NULL,N,NULL,NULL,NULL
7000337987,2017,00:00.0,1200,12,YONGE ST,NORTON AVE,NULL,1,North York,18,32,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,51,Willowdale East (51),-79.4135,43.7721,NULL,NULL,N,NULL,NULL,NULL
7000279545,2017,00:00.0,1017,10,ISLINGTON AVE,EGLINTON AVE W,NULL,1,Etobicoke York,2,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D22,9,Edenbridge-Humber Valley (9),-79.5389,43.6797,NULL,NULL,N,NULL,NULL,NULL
7000303904,2017,00:00.0,29,0,KIPLING AVE,NEW TORONTO ST,112 m North,1,Etobicoke York,3,22,Mid-Block,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,D22,17,Mimico (17),-79.5196,43.6047,NULL,NULL,N,NULL,NULL,NULL
7000786056,2017,00:00.0,1546,15,SHEPPARD AVE E,MALVERN ST,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Controller,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D42,132,Malvern (132),-79.2348,43.7945,NULL,NULL,N,NULL,NULL,NULL
7000012031,2017,00:00.0,717,7,LOWER SHERBOURNE ST,THE ESPLANADE,NULL,3,Toronto and East York,NULL,51,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,D51,77,Waterfront Communities-The Island (77),-79.3672,43.6489,NULL,NULL,N,NULL,NULL,NULL
6002227092,2016,00:00.0,1312,13,EGLINTON AVE E,PRUDHAM GT,55 m West of,1,Scarborough,NULL,41,Mid-Block,Non Intersection,No Control,Clear,Daylight,Slush,Non-Fatal Injury,Pedestrian Collisions,D41,120,Clairlea-Birchmount (120),-79.2855,43.7282,NULL,NULL,N,NULL,NULL,NULL
7000925099,2017,00:00.0,2150,21,MOUNT PLEASANT RD,BROADWAY AVE,NULL,1,North York,NULL,53,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,D53,99,Mount Pleasant East (99),-79.3911,43.711,NULL,NULL,N,NULL,NULL,NULL
7001076312,2017,00:00.0,2101,21,MARTIN GROVE RD,SILVERSTONE DR,101 m South of,3,Etobicoke York,1,23,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5981,43.75,NULL,NULL,N,NULL,NULL,NULL
7000788679,2017,00:00.0,151,1,116 KING ST,NULL,3 m North of,4,Etobicoke York,5,12,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,D12,113,Weston (113),-79.5151,43.706,NULL,NULL,N,NULL,NULL,NULL
6002076706,2016,00:00.0,2040,20,MELROSE ST,GARROCH PL,NULL,4,Etobicoke York,3,22,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D22,17,Mimico (17),-79.5063,43.6187,NULL,NULL,N,NULL,NULL,NULL
6002089290,2016,00:00.0,2010,20,300 GEORGE ST,NULL,NULL,4,Toronto and East York,13,51,Mid-Block,At/Near Private Drive,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,D51,73,Moss Park (73),-79.3736,43.6577,NULL,NULL,N,NULL,NULL,NULL
7000972243,2017,00:00.0,2018,20,OSSINGTON AVE,DUPONT ST,NULL,1,Toronto and East York,NULL,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,93,Dovercourt-Wallace Emerson-Junction (93),-79.4289,43.67,NULL,NULL,N,NULL,NULL,NULL
7001432218,2017,00:00.0,923,9,DON VALLEY PARKWAY  S,DUNDAS ST E,100 m South of,NULL,Toronto and East York,14,55,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D55,70,South Riverdale (70),-79.3546,43.6606,NULL,NULL,N,NULL,NULL,NULL
7001496214,2017,00:00.0,2305,23,FINCH  AVE W,DUNCANWOODS  DR,10 m West of,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D31,22,Humbermede (22),-79.5575,43.7487,NULL,NULL,N,NULL,NULL,NULL
7001502233,2017,00:00.0,2309,23,HINTON RD,KIPLING AVE,120 m East of,4,Etobicoke York,1,23,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D23,4,Rexdale-Kipling (4),-79.5718,43.726,NULL,NULL,N,NULL,NULL,NULL
7000125598,2017,00:00.0,40,0,BROWNS LINE,LAKESHORE W BROWNS LI RAMP,20 m North,1,Etobicoke York,3,22,Mid-Block,Non Intersection,No Control,"Fog, Mist, Smoke, Dust","Dark, artificial",Wet,Fatal,SMV Other,D22,19,Long Branch (19),-79.542,43.5926,NULL,NULL,N,NULL,NULL,NULL
1027162,2008,00:00.0,2155,21,EGLINTON AVE W,ISLINGTON AVE,NULL,1,Etobicoke York,2,NULL,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D22,7,Willowridge-Martingrove-Richview (7),-79.5389,43.6798,NULL,NULL,N,NULL,NULL,NULL
7001609405,2017,00:00.0,1832,18,CODSELL AVE,MAXWELL ST,NULL,4,North York,6,32,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D32,34,Bathurst Manor (34),-79.4466,43.7563,NULL,NULL,N,NULL,NULL,NULL
1027277,2008,00:00.0,1432,14,DIXON RD,ISLINGTON AVE,NULL,1,Etobicoke York,NULL,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D23,6,Kingsview Village-The Westway (6),-79.5466,43.697,NULL,NULL,N,NULL,NULL,NULL
6002153175,2016,00:00.0,2315,23,CARLTON STREET,HOMEWOOD AVENUE,NULL,3,Toronto and East York,13,51,Intersection,At Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D51,73,Moss Park (73),-79.3743,43.6629,NULL,NULL,N,NULL,NULL,NULL
6002164193,2016,00:00.0,1535,15,BLOOR ST W,ALBANY AVE,NULL,1,Toronto and East York,11,14,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,79,University (79),-79.4099,43.6653,NULL,NULL,N,NULL,NULL,NULL
7001508706,2017,00:00.0,118,1,FINCH AVE W,WESTON RD,213 m West of,1,Etobicoke York,7,31,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D31,22,Humbermede (22),-79.5448,43.7514,NULL,NULL,N,NULL,NULL,NULL
7001528499,2017,00:00.0,1010,10,MAIN ST,GERRARD  ST E,NULL,3,Toronto and East York,19,55,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D55,62,East End-Danforth (62),-79.3001,43.6838,NULL,NULL,N,NULL,NULL,NULL
7001526213,2017,00:00.0,1525,15,STEELES AVE E,NINTH LINE,84 m West of,3,Scarborough,25,42,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D42,131,Rouge (131),-79.2268,43.8422,NULL,NULL,N,NULL,NULL,NULL
7001528578,2017,00:00.0,2218,22,KING ST W,STRACHAN AVE,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D14,82,Niagara (82),-79.4119,43.6419,NULL,NULL,N,NULL,NULL,NULL
7001450084,2017,00:00.0,2117,21,STEELES AVE E,MAXOME AVE,NULL,1,North York,18,32,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Rear End,D32,50,Newtonbrook East (50),-79.4046,43.8013,NULL,NULL,N,NULL,NULL,NULL
1040690,2008,00:00.0,535,5,FINCH AVE W,MADELINE RD,NULL,1,North York,18,32,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D32,36,Newtonbrook West (36),-79.4215,43.7784,NULL,NULL,N,NULL,NULL,NULL
7001553173,2017,00:00.0,2054,20,6065 STEELES AVE E,NULL,NULL,1,Scarborough,23,42,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D42,131,Rouge (131),-79.249,43.837,NULL,NULL,N,NULL,NULL,NULL
1058686,2008,00:00.0,723,7,EGLINTON Aven W,ALAMEDA Aven,NULL,1,North York,NULL,13,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D13,108,Briar Hill-Belgravia (108),-79.4402,43.6978,NULL,NULL,N,NULL,NULL,NULL
6002165176,2016,00:00.0,1837,18,Queen St E,Dalhousie St,15 m East of,1,Toronto and East York,13,51,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D51,75,Church-Yonge Corridor (75),-79.3751,43.6532,NULL,NULL,N,NULL,NULL,NULL
1097622,2009,00:00.0,500,5,ATTWELL DR,CARLSON CRT,NULL,2,Etobicoke York,1,23,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D23,1,West Humber-Clairville (1),-79.5872,43.6895,NULL,NULL,N,NULL,NULL,NULL
1031943,2008,00:00.0,10,0,CARLAW AVE,EASTERN AVE,NULL,1,Toronto and East York,14,55,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,D55,70,South Riverdale (70),-79.3389,43.6583,NULL,NULL,N,NULL,NULL,NULL
1033099,2008,00:00.0,2209,22,KINGSTON RD,GRADWELL DR,NULL,1,Scarborough,20,43,Intersection,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Rear End,D43,123,Cliffcrest (123),-79.238,43.7201,NULL,NULL,N,NULL,NULL,NULL
1097712,2009,00:00.0,228,2,LIPPINCOTT ST,BLOOR ST W,NULL,1,Toronto and East York,11,14,Intersection,NULL,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,D14,79,University (79),-79.4099,43.6653,NULL,NULL,N,NULL,NULL,NULL
1098792,2009,00:00.0,910,9,DOVERCOURT RD,BLOOR ST W,NULL,1,Toronto and East York,9,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,80,Palmerston-Little Italy (80),-79.4293,43.6611,NULL,NULL,N,NULL,NULL,NULL
1058507,2008,00:00.0,1402,14,LAKE SHORE BLVD W,THIRTY SEVENTH ST,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D22,19,Long Branch (19),-79.5381,43.5933,-79.5381,43.5933,Y,Lake Shore Blvd W,Thirty Seventh St,2009-03-19
1089504,2009,00:00.0,1621,16,HOVE St,SHEPPARD Ave W,NULL,4,North York,6,32,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,34,Bathurst Manor (34),-79.4414,43.7552,NULL,NULL,N,NULL,NULL,NULL
1045776,2008,00:00.0,1215,12,2300 LAKE SHORE BLVD W,NULL,NULL,1,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D22,17,Mimico (17),-79.4866,43.6185,NULL,NULL,N,NULL,NULL,NULL
1083196,2009,00:00.0,1532,15,1317 PAPE Ave,NULL,NULL,1,Toronto and East York,14,54,Intersection,NULL,No Control,Clear,Dusk,Loose Snow,Non-Fatal Injury,Approaching,D54,58,Old East York (58),-79.351,43.6953,NULL,NULL,N,NULL,NULL,NULL
1102013,2009,00:00.0,908,9,ST CLAIR AVE E,ARDEN CRES,NULL,1,Scarborough,20,41,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D41,120,Clairlea-Birchmount (120),-79.2865,43.7108,NULL,NULL,N,NULL,NULL,NULL
1067167,2008,00:00.0,2144,21,MARTIN GROVE RD,LAVINGTON DR,NULL,1,Etobicoke York,NULL,23,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,7,Willowridge-Martingrove-Richview (7),-79.5693,43.6882,NULL,NULL,N,NULL,NULL,NULL
1126056,2009,00:00.0,2034,20,VICTORIA PARK AVE,MCNICOLL AVE,NULL,1,North York,NULL,NULL,Intersection,NULL,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Angle,D42,116,Steeles (116),-79.3362,43.804,NULL,NULL,N,NULL,NULL,NULL
1120870,2009,00:00.0,539,5,JANE ST,WILLIAM CRAGG DR,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,26,Downsview-Roding-CFB (26),-79.5089,43.7223,NULL,NULL,N,NULL,NULL,NULL
1099908,2009,00:00.0,1534,15,YONGE ST,LAKE SHORE W BLVD E,NULL,1,Toronto and East York,10,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D52,77,Waterfront Communities-The Island (77),-79.3757,43.644,NULL,NULL,N,NULL,NULL,NULL
1102324,2009,00:00.0,1236,12,ST CLAIR AVE W,ORIOLE RD,NULL,1,Toronto and East York,12,53,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,D53,97,Yonge-St.Clair (97),-79.3997,43.6869,NULL,NULL,N,NULL,NULL,NULL
1124595,2009,00:00.0,2103,21,KINGSTON RD,CLIFFSIDE DR,NULL,1,Scarborough,20,41,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D41,122,Birchcliffe-Cliffside (122),-79.2527,43.7039,NULL,NULL,N,NULL,NULL,NULL
1106122,2009,00:00.0,33,0,SHEPPARD AVE E,MORNINGSIDE AVE,NULL,1,Scarborough,25,42,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,131,Rouge (131),-79.1997,43.8019,-79.1997,43.8019,Y,Sheppard Ave E,Morningside Ave,2017-03-10
1118939,2009,00:00.0,200,2,KEELE ST,DUNDAS ST W,NULL,1,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Other,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,90,Junction Area (90),-79.4645,43.6653,NULL,NULL,N,NULL,NULL,NULL
1108349,2009,00:00.0,1623,16,YORK MILLS Road,CHIPSTEAD Road,NULL,1,North York,15,33,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D33,40,St.Andrew-Windfields (40),-79.3704,43.7514,NULL,NULL,N,NULL,NULL,NULL
1107035,2009,00:00.0,423,4,WESTON RD,EGLINTON AVE W,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D12,115,Mount Dennis (115),-79.4894,43.6869,NULL,NULL,N,NULL,NULL,NULL
1093202,2009,00:00.0,12,0,BROWNS LINE Line,HORNER AVE,NULL,1,Etobicoke York,3,22,Intersection,NULL,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Rear End,D22,20,Alderwood (20),-79.5451,43.6016,NULL,NULL,N,NULL,NULL,NULL
1036484,2008,00:00.0,1240,12,CARLAW AVE,VICTOR AVE,NULL,3,Toronto and East York,14,55,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,68,North Riverdale (68),-79.3433,43.6691,NULL,NULL,N,NULL,NULL,NULL
1113871,2009,00:00.0,300,3,EGLINTON AVE W,DUFFERIN ST,NULL,1,North York,NULL,13,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,108,Briar Hill-Belgravia (108),-79.449,43.6959,NULL,NULL,N,NULL,NULL,NULL
1126613,2009,00:00.0,1806,18,LAWRENCE AVE E,WEST HILL DR,NULL,3,Scarborough,25,43,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D43,136,West Hill (136),-79.1798,43.7698,NULL,NULL,N,NULL,NULL,NULL
8000243481,2018,00:00.0,313,3,SPADINA AVE,QUEEN ST W,NULL,1,Toronto and East York,10,NULL,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),-79.3963,43.6486,NULL,NULL,N,NULL,NULL,NULL
7002045766,2017,00:00.0,138,1,BROCK AVE,SEAFORTH  AVE,21 m North of,2,Toronto and East York,4,11,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D11,86,Roncesvalles (86),-79.4331,43.6436,NULL,NULL,N,NULL,NULL,NULL
8001000138,2018,00:00.0,1903,19,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,NULL,1,North York,10,14,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,D14,82,Niagara (82),-79.4271,43.6305,NULL,NULL,N,NULL,NULL,NULL
8001058392,2018,00:00.0,1500,15,DUFFERIN ST,BRIAR HILL AVE,NULL,1,North York,8,13,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D13,108,Briar Hill-Belgravia (108),-79.452,43.7022,NULL,NULL,N,NULL,NULL,NULL
8000479172,2018,00:00.0,907,9,RUNNYMEDE RD,DEFOREST RD,NULL,2,Etobicoke York,4,11,Intersection,At Intersection,Stop Sign,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D11,87,High Park-Swansea (87),-79.4753,43.6486,NULL,NULL,N,NULL,NULL,NULL
8000909501,2018,00:00.0,1434,14,TAPSCOTT RD,FINCH AVE E,297 m South of,3,Scarborough,23,42,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D42,132,Malvern (132),-79.2359,43.8116,NULL,NULL,N,NULL,NULL,NULL
8001561276,2018,00:00.0,2235,22,ISLINGTON AVE,EVANS AVE,31 m West of,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D22,17,Mimico (17),-79.5112,43.6183,NULL,NULL,N,NULL,NULL,NULL
8001089353,2018,00:00.0,1928,19,5951 STEELES AVE E,NULL,3 m West of,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,130,Milliken (130),-79.257,43.8351,NULL,NULL,N,NULL,NULL,NULL
8001538973,2018,00:00.0,1616,16,THE WESTWAY,WINCOTT DR,NULL,3,Etobicoke York,2,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D23,7,Willowridge-Martingrove-Richview (7),-79.5497,43.6873,NULL,NULL,N,NULL,NULL,NULL
7003085452,2017,00:00.0,558,5,FINCH  AVE W,NORFINCH  DR,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D31,25,Glenfield-Jane Heights (25),-79.5242,43.7558,NULL,NULL,N,NULL,NULL,NULL
7003233329,2017,00:00.0,1139,11,COLLEGE ST,OSSINGTON AVE,NULL,1,Toronto and East York,NULL,14,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Cyclist Collisions,D14,81,Trinity-Bellwoods (81),-79.4226,43.6543,NULL,NULL,N,NULL,NULL,NULL
8000967424,2018,00:00.0,934,9,STEELES AVE E,KENNEDY RD,NULL,1,Scarborough,22,42,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Other,D42,130,Milliken (130),-79.307,43.8235,NULL,NULL,N,NULL,NULL,NULL
8001095116,2018,00:00.0,1550,15,LEA AVE,LAIRD DR,30 m West of,1,North York,15,53,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D53,55,Thorncliffe Park (55),-79.3617,43.706,NULL,NULL,N,NULL,NULL,NULL
8001102397,2018,00:00.0,1810,18,285 OAKWOOD AVE,NULL,50 m North of,3,Etobicoke York,9,13,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D13,107,Oakwood Village (107),-79.4376,43.6844,NULL,NULL,N,NULL,NULL,NULL
7003279287,2017,00:00.0,1418,14,KING  ST W,COWAN AVE,4 m East of,1,Toronto and East York,4,14,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,85,South Parkdale (85),-79.4318,43.6379,NULL,NULL,N,NULL,NULL,NULL
8000026643,2018,00:00.0,1145,11,SHEPPARD ST,ADELAIDE ST W,NULL,1,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,D52,76,Bay Street Corridor (76),-79.382,43.6495,NULL,NULL,N,NULL,NULL,NULL
7003011875,2017,00:00.0,2100,21,MURRAY ROSS PKWY,SENTINEL RD,NULL,3,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D31,27,York University Heights (27),-79.5012,43.7647,NULL,NULL,N,NULL,NULL,NULL
8001139580,2018,00:00.0,15,0,MORNINGSIDE AVE,MILNER AVE,NULL,1,Scarborough,25,42,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Turning Movement,D42,131,Rouge (131),-79.199,43.8002,-79.199,43.8002,Y,Morningside Ave,Milner Ave,2017-03-10
7003088501,2017,00:00.0,1431,14,KIPLING AVE,BIRMINGHAM ST,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,18,New Toronto (18),-79.5179,43.6006,NULL,NULL,N,NULL,NULL,NULL
8001252382,2018,00:00.0,2148,21,LN W HURON N BERNARD,BERNARD AVE,620 HURON ST,7,Scarborough,11,53,Mid-Block,Laneway,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D53,95,Annex (95),-79.4045,43.6731,NULL,NULL,N,NULL,NULL,NULL
7003224827,2017,00:00.0,603,6,COXWELL AVE,QUEEN ST E,NULL,3,Toronto and East York,NULL,55,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D55,65,Greenwood-Coxwell (65),-79.3165,43.6662,NULL,NULL,N,NULL,NULL,NULL
8000510129,2018,00:00.0,331,3,F G GARDINER XY  W,ROYAL YORK RD,NULL,NULL,Etobicoke York,3,22,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,D22,17,Mimico (17),-79.4999,43.6231,NULL,NULL,N,NULL,NULL,NULL
8000147254,2018,00:00.0,725,7,QUEEN ST W,NIAGARA ST,6 m West of,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,82,Niagara (82),-79.4099,43.6459,NULL,NULL,N,NULL,NULL,NULL
